"Source","Week","Province","Latitude","Longitude","NewSuspectedCases","TotalSuspectedCases","TotalConfirmedCases","NewConfirmedDeaths","TotalConfirmedDeaths","Lethality"
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Lomami",-6.4030413,23.3254949,0,2,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Lualaba",-10.4808485,25.6238592,0,0,NA,0,0,NA
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Lualaba",-10.4808485,25.6238592,2,9,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Lualaba",-10.4808485,25.6238592,0,9,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Lualaba",-10.4808485,25.6238592,2,11,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Lualaba",-10.4808485,25.6238592,0,11,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Lualaba",-10.4808485,25.6238592,0,11,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Lualaba",-10.4808485,25.6238592,0,11,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Lualaba",-10.4808485,25.6238592,0,11,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Lualaba",-10.4808485,25.6238592,0,11,1,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Lualaba",-10.4808485,25.6238592,1,12,1,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Lualaba",-10.4808485,25.6238592,3,15,1,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Mai-Ndombe",-2.5592689,15.8162363,75,75,NA,4,4,5.33333333333333
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Mai-Ndombe",-2.5592689,15.8162363,6,81,NA,0,4,4.93827160493827
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Mai-Ndombe",-2.5592689,15.8162363,11,92,NA,0,4,4.34782608695652
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Mai-Ndombe",-2.5592689,15.8162363,12,104,NA,0,4,3.84615384615385
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Mai-Ndombe",-2.5592689,15.8162363,13,117,NA,0,4,3.41880341880342
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Mai-Ndombe",-2.5592689,15.8162363,26,143,NA,1,5,3.4965034965035
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Mai-Ndombe",-2.5592689,15.8162363,10,153,NA,0,5,3.26797385620915
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-14.pdf",19,"Mai-Ndombe",-2.5592689,15.8162363,12,165,NA,1,6,3.63636363636364
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Mai-Ndombe",-2.5592689,15.8162363,2,174,66,0,6,3.44827586206897
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Mai-Ndombe",-2.5592689,15.8162363,5,179,82,1,7,3.91061452513966
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Mai-Ndombe",-2.5592689,15.8162363,1,180,82,0,7,3.88888888888889
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Mai-Ndombe",-2.5592689,15.8162363,4,184,82,0,7,3.80434782608696
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Mai-Ndombe",-2.5592689,15.8162363,1,185,82,0,7,3.78378378378378
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Mai-Ndombe",-2.5592689,15.8162363,7,192,82,0,7,3.64583333333333
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Mai-Ndombe",-2.5592689,15.8162363,1,193,84,1,8,4.14507772020725
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Mai-Ndombe",-2.5592689,15.8162363,4,197,109,0,8,4.06091370558376
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Mai-Ndombe",-2.5592689,15.8162363,12,209,88,0,8,3.82775119617225
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Mai-Ndombe",-2.5592689,15.8162363,39,248,88,1,9,3.62903225806452
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Maniema",-2.5085902,24.0581106,61,61,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Maniema",-2.5085902,24.0581106,7,68,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Maniema",-2.5085902,24.0581106,10,78,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Maniema",-2.5085902,24.0581106,7,85,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Maniema",-2.5085902,24.0581106,16,101,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Maniema",-2.5085902,24.0581106,22,123,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Maniema",-2.5085902,24.0581106,5,128,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-14.pdf",19,"Maniema",-2.5085902,24.0581106,7,135,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Maniema",-2.5085902,24.0581106,4,145,0,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Maniema",-2.5085902,24.0581106,9,154,56,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Maniema",-2.5085902,24.0581106,4,158,56,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Maniema",-2.5085902,24.0581106,4,162,57,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Maniema",-2.5085902,24.0581106,5,167,57,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Maniema",-2.5085902,24.0581106,3,170,57,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Maniema",-2.5085902,24.0581106,6,176,57,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Maniema",-2.5085902,24.0581106,8,184,60,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Maniema",-2.5085902,24.0581106,11,195,60,1,1,0.512820512820513
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Maniema",-2.5085902,24.0581106,22,217,60,0,1,0.460829493087558
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Mongala",2.0316832,20.0743742,46,46,NA,1,1,2.17391304347826
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Mongala",2.0316832,20.0743742,6,52,NA,0,1,1.92307692307692
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Mongala",2.0316832,20.0743742,7,59,NA,0,1,1.69491525423729
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Mongala",2.0316832,20.0743742,20,79,NA,1,2,2.53164556962025
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Mongala",2.0316832,20.0743742,39,118,NA,1,3,2.54237288135593
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Mongala",2.0316832,20.0743742,100,218,NA,3,6,2.75229357798165
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Mongala",2.0316832,20.0743742,17,235,NA,0,6,2.5531914893617
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-14.pdf",19,"Mongala",2.0316832,20.0743742,32,267,NA,1,7,2.62172284644195
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Mongala",2.0316832,20.0743742,12,290,18,0,7,2.41379310344828
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Mongala",2.0316832,20.0743742,5,295,20,0,7,2.3728813559322
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Mongala",2.0316832,20.0743742,10,305,20,0,7,2.29508196721311
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Mongala",2.0316832,20.0743742,16,321,20,0,7,2.18068535825545
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Mongala",2.0316832,20.0743742,14,335,20,0,7,2.08955223880597
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Mongala",2.0316832,20.0743742,10,345,20,0,7,2.02898550724638
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Mongala",2.0316832,20.0743742,11,356,20,0,7,1.96629213483146
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Mongala",2.0316832,20.0743742,14,370,87,0,7,1.89189189189189
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Mongala",2.0316832,20.0743742,7,377,87,0,7,1.85676392572944
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Mongala",2.0316832,20.0743742,154,531,87,12,19,3.57815442561205
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Nord-Ubangi",3.9854167,19.9547258,31,31,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Nord-Ubangi",3.9854167,19.9547258,4,35,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Nord-Ubangi",3.9854167,19.9547258,0,35,NA,0,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Nord-Ubangi",3.9854167,19.9547258,9,44,NA,1,1,2.27272727272727
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Nord-Ubangi",3.9854167,19.9547258,5,49,NA,0,1,2.04081632653061
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Nord-Ubangi",3.9854167,19.9547258,2,51,NA,0,1,1.96078431372549
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Nord-Ubangi",3.9854167,19.9547258,5,56,NA,0,1,1.78571428571429
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Nord-Ubangi",3.9854167,19.9547258,1,85,3,0,3,3.52941176470588
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Nord-Ubangi",3.9854167,19.9547258,6,91,3,1,4,4.3956043956044
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Nord-Ubangi",3.9854167,19.9547258,12,103,1,0,4,3.88349514563107
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Nord-Ubangi",3.9854167,19.9547258,5,108,1,1,5,4.62962962962963
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Nord-Ubangi",3.9854167,19.9547258,2,110,1,1,6,5.45454545454545
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Nord-Ubangi",3.9854167,19.9547258,2,112,1,0,6,5.35714285714286
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Nord-Ubangi",3.9854167,19.9547258,0,112,2,0,6,5.35714285714286
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Nord-Ubangi",3.9854167,19.9547258,1,113,7,0,6,5.30973451327434
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Nord-Ubangi",3.9854167,19.9547258,2,115,7,0,6,5.21739130434783
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Nord-Ubangi",3.9854167,19.9547258,0,115,7,-1,5,4.34782608695652
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Sankuru",-3.764002,20.828854,154,154,NA,4,4,2.5974025974026
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Sankuru",-3.764002,20.828854,22,176,NA,1,5,2.84090909090909
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Sankuru",-3.764002,20.828854,33,209,NA,1,6,2.87081339712919
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Sankuru",-3.764002,20.828854,76,285,NA,1,7,2.45614035087719
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Sankuru",-3.764002,20.828854,31,316,NA,2,9,2.84810126582278
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Sankuru",-3.764002,20.828854,106,422,NA,5,14,3.3175355450237
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Sankuru",-3.764002,20.828854,26,448,NA,0,14,3.125
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-14.pdf",19,"Sankuru",-3.764002,20.828854,80,528,NA,3,17,3.21969696969697
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Sankuru",-3.764002,20.828854,71,638,0,4,21,3.29153605015674
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Sankuru",-3.764002,20.828854,86,724,102,4,25,3.45303867403315
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Sankuru",-3.764002,20.828854,66,790,102,3,28,3.54430379746835
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Sankuru",-3.764002,20.828854,73,863,102,3,31,3.59212050984936
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Sankuru",-3.764002,20.828854,44,907,102,3,34,3.74862183020948
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Sankuru",-3.764002,20.828854,51,958,102,3,37,3.86221294363257
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Sankuru",-3.764002,20.828854,63,1021,102,4,41,4.01567091087169
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Sankuru",-3.764002,20.828854,85,1106,103,5,46,4.15913200723327
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Sankuru",-3.764002,20.828854,52,1158,54,3,49,4.2314335060449
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Sankuru",-3.764002,20.828854,180,1338,54,7,56,4.18535127055306
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Sud-Kivu",-3.3120925,26.7957455,66,66,NA,1,1,1.51515151515152
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Sud-Kivu",-3.3120925,26.7957455,8,74,NA,0,1,1.35135135135135
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Sud-Kivu",-3.3120925,26.7957455,18,92,NA,0,1,1.08695652173913
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Sud-Kivu",-3.3120925,26.7957455,32,124,NA,0,1,0.806451612903226
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Sud-Kivu",-3.3120925,26.7957455,36,160,NA,1,2,1.25
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Sud-Kivu",-3.3120925,26.7957455,106,266,NA,0,2,0.75187969924812
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Sud-Kivu",-3.3120925,26.7957455,82,348,NA,0,2,0.574712643678161
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-14.pdf",19,"Sud-Kivu",-3.3120925,26.7957455,86,434,NA,2,4,0.921658986175115
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Sud-Kivu",-3.3120925,26.7957455,83,540,229,0,4,0.740740740740741
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Sud-Kivu",-3.3120925,26.7957455,73,613,229,0,4,0.65252854812398
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Sud-Kivu",-3.3120925,26.7957455,113,726,229,0,4,0.550964187327824
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Sud-Kivu",-3.3120925,26.7957455,142,868,229,0,4,0.460829493087558
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Sud-Kivu",-3.3120925,26.7957455,123,991,243,1,5,0.504540867810293
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Sud-Kivu",-3.3120925,26.7957455,226,1217,410,2,7,0.57518488085456
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Sud-Kivu",-3.3120925,26.7957455,360,1577,438,7,14,0.887761572606214
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Sud-Kivu",-3.3120925,26.7957455,324,1901,1010,3,17,0.894266175697002
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Sud-Kivu",-3.3120925,26.7957455,449,2350,977,0,17,0.723404255319149
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Sud-Kivu",-3.3120925,26.7957455,689,3039,1200,5,22,0.723922342875946
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Sud-Ubangi",3.3414771,18.1763948,233,233,NA,16,16,6.86695278969957
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Sud-Ubangi",3.3414771,18.1763948,33,266,NA,2,18,6.76691729323308
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-3.pdf",8,"Sud-Ubangi",3.3414771,18.1763948,25,291,NA,0,18,6.18556701030928
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-4.pdf",10,"Sud-Ubangi",3.3414771,18.1763948,81,372,NA,2,20,5.37634408602151
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-5.pdf",12,"Sud-Ubangi",3.3414771,18.1763948,93,465,NA,5,25,5.37634408602151
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-8.pdf",16,"Sud-Ubangi",3.3414771,18.1763948,130,595,NA,1,26,4.36974789915966
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-13.pdf",18,"Sud-Ubangi",3.3414771,18.1763948,16,611,NA,0,26,4.25531914893617
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-14.pdf",19,"Sud-Ubangi",3.3414771,18.1763948,18,629,NA,0,26,4.1335453100159
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-15.pdf",20,"Sud-Ubangi",3.3414771,18.1763948,23,652,122,0,28,4.29447852760736
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-16.pdf",21,"Sud-Ubangi",3.3414771,18.1763948,11,663,107,0,28,4.22322775263952
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-17.pdf",22,"Sud-Ubangi",3.3414771,18.1763948,-8,655,111,0,28,4.27480916030534
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-18.pdf",23,"Sud-Ubangi",3.3414771,18.1763948,12,667,113,0,29,4.34782608695652
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-19.pdf",24,"Sud-Ubangi",3.3414771,18.1763948,26,693,113,0,29,4.18470418470418
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-20.pdf",25,"Sud-Ubangi",3.3414771,18.1763948,17,710,113,0,29,4.08450704225352
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-23.pdf",26,"Sud-Ubangi",3.3414771,18.1763948,116,826,123,0,29,3.51089588377724
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-24.pdf",27,"Sud-Ubangi",3.3414771,18.1763948,116,942,246,0,29,3.07855626326964
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-26.pdf",28,"Sud-Ubangi",3.3414771,18.1763948,82,1024,128,0,29,2.83203125
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-27.pdf",30,"Sud-Ubangi",3.3414771,18.1763948,198,1222,142,0,31,2.53682487725041
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-1.pdf",6,"Tshopo",0.1474852,22.5580061,94,94,NA,2,2,2.12765957446809
"https://github.com/fbranda/ADAMS/blob/main/bulletins/SITREP/Mpox/SITREP-Mpox-2.pdf",7,"Tshopo",0.1474852,22.5580061,0,94,NA,0,2,2.12765957446809
